Emg_1_EMGenv,Emg_2_EMGenv,Emg_3_EMGenv,Emg_4_EMGenv,Emg_5_EMGenv,Emg_6_EMGenv,Emg_7_EMGenv,Emg_8_EMGenv,Emg_9_EMGenv
16.309350256738146,20.07309790646633,-51.17973717199955,-131.07212463586404,6.992988322985898,3.3604715434902865,-112.79998445795991,-48.51154832159503,-53.97711311046399
16.5647976944465,20.31002053462183,-50.148774161988705,-128.8667473805645,7.50063915726132,3.8936276135944192,-110.87315929307094,-47.36668943230991,-52.745917958465725
16.818602178496352,20.545204045275486,-49.12090294005883,-126.66685251284166,8.005803364737252,4.4240885689828415,-108.95129707780384,-46.225383265657044,-51.51864862190292
17.070722818314852,20.778607230027315,-48.0962404313947,-124.47268368995643,8.508409988644603,4.951781061901426,-107.03461072999684,-45.08776418413981,-50.295448216200406
17.321118972227207,21.010189154241168,-47.07490291057395,-122.28448339411973,9.008388479055574,5.476632220978221,-105.12331210687671,-43.95396585261644,-49.07645905989425
17.569750259409908,21.239909170241905,-46.05700597145068,-120.10249287092506,9.50566871260643,5.998569671994838,-103.21761195147761,-42.82412120337156,-47.86182263738434
17.816576571786847,21.467726930443558,-45.04266449729746,-117.92695206828067,10.00018101212135,6.51752155852159,-101.31771983949908,-41.698362401447994,-46.651679561995174
18.061558085860167,21.693602400396827,-44.031992631220916,-115.75809957587133,10.491856166126862,7.03341656240429,-99.42384412662817,-40.57682081025681,-45.44616953936431
18.30465527446808,21.91749587174534,-43.025103746865774,-113.59617256517862,10.980625448246812,7.546183924091072,-97.53619189634976,-39.459626957482136,-44.245431331177045
18.545828918462224,22.139367975080802,-42.02211041942182,-111.44140673008769,11.466420636468134,8.05575346278794,-95.65496890826859,-38.34691050129684,-43.049602719264705
18.785040118297513,22.35917969268773,-41.02312439694777,-109.29403622810693,11.949174032267853,8.562055596431987,-93.78037954696617,-37.238800196904755,-41.85882047008336
19.02225030552764,22.576892371169194,-40.02825657202581,-107.15429362222679,12.428818479591945,9.065021361471366,-91.9126267714153,-36.13542386342451,-40.673220299589445
19.257421254199674,22.792467733945564,-39.03761695376003,-105.02240982344291,12.905287383676672,9.564582432441188,-90.05191206497395,-35.036908351129966,-39.49293683852844
19.490515092141248,23.005867893619047,-38.05131464013181,-102.89861403396833,13.378514729703117,10.060671141324594,-88.19843538598072,-33.94337950906165,-38.31810359815244
19.721494312133917,23.217055364197346,-37.06945779072476,-100.78313369115888,13.848435101275681,10.553220496688478,-86.35239511897302,-32.85496215302364,-37.148852936382234
19.95032178296638,23.42599307317015,-36.09215359983163,-98.67619441217514,14.314983698715382,11.042164202583518,-84.51398802654863,-31.771780033979784,-35.98531602442914
20.17696076036148,23.63264437343249,-35.119508269954984,-96.57801993940318,14.778096357158777,11.527436677198509,-82.68340920189065,-30.69395580686273,-34.82762281389124
20.401374897771003,23.836973055049153,-34.151626985713364,-94.48883208665572,15.237709564453482,12.008973071259474,-80.86085202197519,-29.62161099980879,-33.67590200433799
20.623528257032707,24.038943356854517,-33.188613888163914,-92.40885068617322,15.693760478841293,12.486709286164471,-79.04650810147977,-28.55486598383085,-32.53028101139656
20.843385318884188,24.238519977882365,-32.23057204955194,-90.33829353644366,16.146186946420027,12.960581991845464,-77.2405672474098,-27.493839942940795,-31.390885935352184
21.060910993328616,24.43566808862021,-31.27760344849736,-88.27737635085789,16.59492751837526,13.430528644348968,-75.44321741445879,-26.438650844732507,-30.25784153027447
21.276070629847688,24.630353342082866,-30.329808945627473,-86.22631270721715,17.039921467973322,13.896487503127469,-73.65464466111759,-25.38941541143598,-29.131271173680723
21.488830027457634,24.82254188470044,-29.387288259664814,-84.18531399810833,17.481108807307,14.358397648033913,-71.87503310654722,-24.346249091452698,-28.011296836747114
21.699155444604568,25.01220036701579,-28.45013994397829,-82.15458938216226,17.91843030378578,14.816198996011662,-70.10456488822894,-23.30926603138221,-26.898039055077692
21.907013608895966,25.199295954186866,-27.518461363605248,-80.13434573620954,18.351827496362738,15.26983231747244,-68.34342012040473,-22.278579048549332,-25.79161690004079
22.112371726665504,25.3837963362893,-26.59234867275148,-78.12478760834786,18.781242711490815,15.719239252355067,-66.5917768533206,-21.254299604041027,-24.692147950681804
22.315197492368625,25.565669738414798,-25.671896792775687,-76.12611717193325,19.206619078801822,16.164362325858203,-64.84981103328418,-20.236537776261404,-23.599748266220892
22.51545909780639,25.744884930560712,-24.75719939066445,-74.13853418050701,19.62790054650221,16.605144963841113,-63.11769646354756,-19.22540223501268,-22.51453235914341
22.71312524117512,25.92141123730625,-23.848348858003384,-72.1622359236686,20.045031896480264,17.04153150788724,-61.39560476602482,-18.22100021610916,-21.436613168890315
22.90816513593938,26.095218547270907,-22.94543629044982,-70.19741718390429,20.457958759119656,17.473467230026294,-59.68370534385341,-17.22343749653084,-20.366102036155187
23.10054851952575,26.266277322350824,-22.04855146771212,-68.24427019438083,20.86662762781464,17.900898347111056,-57.982165344807385,-16.232818370122853,-19.303108677793773
23.290245661835048,26.43455860672929,-21.157782834040386,-66.30298459771258,21.270985873182184,18.323772034845422,-56.29114962557027,-15.249245623846727,-18.247741162351492
23.47722737357071,26.600034035657842,-20.273217479233008,-64.37374740571053,21.67098175696641,18.742036441460375,-54.61082071687473,-14.272820514589094,-17.200105886213752
23.66146501438106,26.7626758440047,-19.39494112016324,-62.45674296012095,22.066564445630735,19.155640701034706,-52.94133878951591,-13.303642746533404,-16.160307550383653
23.84293050081338,26.922456874567658,-18.523038082829622,-60.552152894361114,22.457684023633185,19.56453494645733,-51.282861621244855,-12.341810449099686,-15.128449137891142
24.02159631407772,27.079350586148514,-17.657591284933837,-58.660156096259314,22.844291506380337,19.96867032202808,-49.635544564547665,-11.387420155457077,-14.104631891837506
24.197435507618533,27.233331061386433,-16.798682218989317,-56.780928671805746,23.226338852855708,20.367998995694,-47.99954051531555,-10.44056678161341,-13.088955294078671
24.37042171449228,27.384373014347656,-15.946390935963715,-54.91464390992106,23.603778977918154,20.762474170918175,-46.37499988241035,-9.501343606085785,-12.08151704455052
24.540529154549255,27.53245179786915,-15.100796029458044,-53.06147224824848,23.976565764266045,21.152050098178385,-44.76207055812957,-8.569842250155805,-11.082413041239167
24.707732641418037,27.67754341065367,-14.261974620425153,-51.22158123997526,24.344654074063044,21.5366820860931,-43.16089788957428,-7.6461526587129,-10.091737360798875
24.872007589291005,27.819624504113822,-13.43000234242996,-49.39513552168898,24.707999760221245,21.916326512172496,-41.57162465092307,-6.7303630816890365,-9.109582239820137
25.033330019509364,27.958672388962864,-12.604953327453783,-47.582296782273566,25.066559677337477,22.290940833192284,-39.994391016614806,-5.82256005608788,-8.13603805675029
25.19167656694614,28.09466504154979,-11.786900192244916,-45.78322373284974,25.42029169227868,22.66048359518832,-38.42933453544247,-4.922828388611336,-7.171193314468901
25.347024486185624,28.22758110993659,-10.975914025217461,-43.99807207776409,25.76915469441237,23.024914443069992,-36.876590105560105,-4.031251138886214,-6.215134623519953
25.49935165749781,28.357399919715387,-10.172064373900305,-42.22699448663072,26.113108605478246,23.384194129850584,-35.33628995040475,-3.147909603293553,-5.267946686002835
25.648636592606312,28.48410147956327,-9.375419232937762,-40.470140567428935,26.45211438909735,23.73828452549307,-33.80856359553482,-2.2728832994028942,-4.32971228012394
25.794858440248273,28.607666486532842,-8.586045032643005,-38.7276568406601,26.786134059915433,24.0871486253699,-32.293537846386045,-1.4062499510135174,-3.4005122454105896
25.937996991524805,28.728076331076583,-7.804006628104905,-36.999686714566465,27.11513069237743,24.43075055833575,-30.79133676694572,-0.54808547380446,-2.480425468588847
26.07803268504048,28.845313101803406,-7.029367288848398,-35.286370461414194,27.439068429130433,24.76905559441221,-29.30208165934576,0.30153603840509413,-1.5695288701264032
